日期,小時,供應商名稱,網站,網站名稱,版位編號,版位名稱,antifroud,知名媒體,子聯播網,Total Tracked Ads,Eligible ads for quality Impressions,Quality Ads,Non-quality Ads,Quality Ads rate,Non-quality Ads rate
20260126,22,德榕企業有限公司,3578,TW Bodhi_mobile,20708,MW_蓋板_TW Bodhi,,,,818,818,812,6,99.27%,0.73%
20260126,22,德榕企業有限公司,3581,忘憂書屋,20727,CF_336x280文章頁(RWD)_忘憂書屋,,,,178,178,171,7,96.07%,3.93%
20260126,22,第一網站股份有限公司,2910,clickme,20735,(子)CF_300x250_banner_clickme(成人),,,子聯播網,"13,330","13,330","11,106","2,224",83.32%,16.68%
20260126,22,富盈數據股份有限公司,3653,TVBS-女人我最大_HB,21761,MW_文章四_336x280_TVBS-女人我最大_HB,,知名媒體,,6,6,6,0,100.00%,0.00%
20260126,22,富盈數據股份有限公司,3653,TVBS-女人我最大_HB,21763,MW_文中創意320x480_TVBS-女人我最大_HB,,知名媒體,,"3,134","3,134","3,059",75,97.61%,2.39%
20260126,22,富盈數據股份有限公司,3655,TVBS-食尚玩家_HB,21770,MW_文章三_336x280_TVBS-食尚玩家_HB,,知名媒體,,116,116,111,5,95.69%,4.31%
20260126,22,富盈數據股份有限公司,3655,TVBS-食尚玩家_HB,21773,MW_文中創意320x480_TVBS-食尚玩家_HB,,知名媒體,,"1,059","1,059","1,003",56,94.71%,5.29%
20260126,22,先驅媒體社會企業股份有限公司,3554,新頭殼(R18),21830,(子)CF_300x250Banner_newtalk.tw_all_300250_1_新頭殼(R18),antifroud,知名媒體,子聯播網,6,6,4,2,66.67%,33.33%
20260126,22,先驅媒體社會企業股份有限公司,3554,新頭殼(R18),21831,(子)CF_300x250Banner_newtalk.tw_all_300250_2_新頭殼(R18),,知名媒體,子聯播網,6,6,4,2,66.67%,33.33%
20260126,22,先驅媒體社會企業股份有限公司,3554,新頭殼(R18),21839,ＭＷ_336x280Banner_newtalk.tw_mobile_all_336280_2_新頭殼(R18),antifroud,知名媒體,,86,86,83,3,96.51%,3.49%
20260126,22,儂儂雜誌社股份有限公司(bella儂儂),2135,Bella儂儂_2024,21876,MW-300x250_文章標題上方1_Bella儂儂,,知名媒體,,"1,442","1,442","1,384",58,95.98%,4.02%
20260126,22,富盈數據股份有限公司,3680,TVBS-新聞網_HB,21898,CF_文章右側300x600_TVBS-新聞網_HB,,知名媒體,,34,34,34,0,100.00%,0.00%
20260126,22,富盈數據股份有限公司,3685,玩桌遊_mobile,21924,MW_置底創意(非展開)_玩桌遊-mobile,,,,461,461,350,111,75.92%,24.08%
20260126,22,富盈數據股份有限公司,2615,熱血台中,21986,CF_336x280_全網_熱血台中,,,,64,64,56,8,87.50%,12.50%
20260126,22,富盈數據股份有限公司,2615,熱血台中,21987,CF_336x280_全網_熱血台中,,,,45,45,45,0,100.00%,0.00%
20260126,22,富盈數據股份有限公司,3704,天天要聞,22030,CF_300 x 250 banner_天天要聞_cpc2,,,,"2,582","2,582","1,360","1,222",52.67%,47.33%
20260126,22,富盈數據股份有限公司,3703,繁體小說,22031,CF_300 x 250 banner_繁體小說_cpc2,,,,223,223,145,78,65.02%,34.98%
20260126,22,朱光宁,3708,石頭小說,22045,CF_336 x 280 banner_石頭小說_cpc1.67,antifroud,,,"321,059","321,059","187,373","133,686",58.36%,41.64%
20260126,22,冠妍動力科技有限公司,484,小老婆汽機車資訊網,22058,MW_文中創意320x480_小老婆汽機車資訊網-測試,,知名媒體,,30,30,21,9,70.00%,30.00%
20260126,22,朱光宁,3718,稷下書院2,22093,CF_336 x 280 banner_稷下書院2_cpc1.67,antifroud,,,"253,939","253,939","141,283","112,656",55.64%,44.36%
20260126,22,富盈數據股份有限公司,3680,TVBS-新聞網_HB,22131,CF_文中300x250_TVBS-新聞網_HB_1,,知名媒體,,12,12,11,1,91.67%,8.33%
20260126,22,富盈數據股份有限公司,3680,TVBS-新聞網_HB,22132,CF_文中300x250_TVBS-新聞網_HB_2,,知名媒體,,96,96,95,1,98.96%,1.04%
20260126,22,富盈數據股份有限公司,3680,TVBS-新聞網_HB,22133,CF_文中300x250_TVBS-新聞網_HB_3,,知名媒體,,179,179,172,7,96.09%,3.91%
20260126,22,富盈數據股份有限公司,3730,Teepr 亮新聞 HB,22145,MW_336x280_文中創意_Teepr亮新聞 HB,,,,6,6,6,0,100.00%,0.00%
20260126,22,冰楓科技有限公司,3485,冰楓論壇-exchange,22160,CF_300x250_Banner2_ 冰楓論壇-exchange,,,,6,6,6,0,100.00%,0.00%
20260126,22,闇碼科技股份有限公司,3048,縮短網址產生器-reurl,22213,MW_蓋版_縮短網址產生器-reurl-2025.05(特殊供量),,知名媒體,,289,289,197,92,68.17%,31.83%
20260126,22,欣發現股份有限公司,3363,大人物-mobile,22222,MW_蓋板_大人物,,知名媒體,,6,6,5,1,83.33%,16.67%
20260126,22,朱光宁,3741,石頭小說3,22398,CF_336 x 280 banner_石頭小說3_cpc1.67,,,,"26,748","26,746","15,349","11,397",57.39%,42.61%
20260126,22,朱光宁,3741,石頭小說3,22399,CF_320 x 480 橫幅_石頭小說3,,,,26,26,15,11,57.69%,42.31%
20260126,22,闇碼科技股份有限公司,3068,限時圖片-imgus,22406,MW_置底_imgus,antifroud,,,358,358,356,2,99.44%,0.56%
20260126,22,第一網站股份有限公司,2783,漫畫櫃manhuagui,22443,MW_置底_manhuagui,antifroud,,,"1,427","1,427","1,314",113,92.08%,7.92%
20260126,22,艾得基客行銷顧問股份有限公司,2578,鉅亨網,22507,MW_300x250_鉅亨網_直播用BN-1,,知名媒體,子聯播網,7,7,7,0,100.00%,0.00%
20260126,22,李承翰-webptt,718,Web批踢踢(RWD),2284,MW-蓋板_文中_Web批踢踢,antifroud,,,56,56,39,17,69.64%,30.36%
20260126,22,麥智維,999,動漫戲說,3543,CF-728*90-內文上方-動漫戲說,antifroud,,,30,30,16,14,53.33%,46.67%
20260126,22,肖偉彬,1287,紅櫻桃小說書庫,4678,CF-內文上方-300*250-紅櫻桃小說書庫,,,,6,6,4,2,66.67%,33.33%
20260126,22,技達創意資訊有限公司,1299,泰好網,4734,MW-320*100-首頁、內文上方-泰好網,,,,24,24,22,2,91.67%,8.33%
20260126,22,陈晋福,1367,電視超人,4997,CF-300X250-電視超人,,,,8,8,5,3,62.50%,37.50%
20260126,22,麥智維,999,動漫戲說,6069,CF-300*250-首頁-動漫戲說,,,,166,166,142,24,85.54%,14.46%
20260126,22,精鏡傳媒股份有限公司,1060,鏡週刊,8250,MW_置底創意(非展開)_鏡週刊,,知名媒體,,69,69,60,9,86.96%,13.04%
20260126,22,臺灣電視事業股份有限公司,52,台視,8313,PC-300x250_內文第一塊_台視財經,,知名媒體,,6,6,6,0,100.00%,0.00%
20260126,22,布林遊國際有限公司,1692,Bring You,8393,CF-300X250-上方通欄右側_BringYou,,知名媒體,,6,6,6,0,100.00%,0.00%
20260126,22,巧克科技新媒體股份有限公司,2127,LINE TV_Banner-exchange,8576,CF_336x280_戲劇-右側好康資訊下方_LINE TV-exchange,,知名媒體,,38,38,33,5,86.84%,13.16%
20260126,23,英屬維京群島商浩美數位有限公司台灣分公司,2315,Teepr亮新聞-exchange,10012,CF_336x280Banner_Teepr亮新聞-exchange,,知名媒體,,168,168,168,0,100.00%,0.00%
20260126,23,昱得資訊工作室,2528,數位書香,11080,CF_728x90_首頁上方_數位書香,antifroud,,,82,82,82,0,100.00%,0.00%
20260126,23,昱得資訊工作室,2528,數位書香,11081,CF_160x600_首頁右側_數位書香,antifroud,,,"1,034","1,034","1,033",1,99.90%,0.10%
20260126,23,第一網站股份有限公司,2518,麻辣家族討論區(twbts),11082,CF-728X90-twbts,antifroud,,,145,145,135,10,93.10%,6.90%
20260126,23,第一網站股份有限公司,2540,risu短網址,11260,MW-300X250-MB_page_left-risu,,知名媒體,,6,6,6,0,100.00%,0.00%
20260126,23,第一網站股份有限公司,2492,ttshow,11273,MW-300X250-ttshow,,知名媒體,,18,18,14,4,77.78%,22.22%
20260126,23,第一網站股份有限公司,2601,Meme梗圖倉庫,11443,CF-336X280-meme,,,,24,24,24,0,100.00%,0.00%
20260126,23,葉志斌,2745,繁中寶可夢卡表生成器-奶爸工作室-exchange,12210,CF_728x90__文末__繁中寶可夢卡表生成器,,,,34,34,34,0,100.00%,0.00%
20260126,23,第一網站股份有限公司,2768,czbooks,12570,CF_728x90_banner_czbooks,,,,"49,588","49,588","36,902","12,686",74.42%,25.58%
20260126,23,鳳梨傳媒股份有限公司,2190,民視新聞網-Exchange,12579,CF_300x250_右側第一塊_民視新聞網-Exchange(RWD)(MCM),,知名媒體,,"1,477","1,477","1,433",44,97.02%,2.98%
20260126,23,鳳梨傳媒股份有限公司,2190,民視新聞網-Exchange,12580,CF_300x250_內文文中左側_民視新聞網-Exchange(RWD)(MCM),,知名媒體,,"1,494","1,494","1,408",86,94.24%,5.76%
20260126,23,第一網站股份有限公司,2783,漫畫櫃manhuagui,12676,CF_728X90_manhuagui,antifroud,,,"78,977","78,977","65,843","13,134",83.37%,16.63%
20260126,23,第一網站股份有限公司,2801,damanwoo,12868,CF-300x250_Banner_damanwoo_大人物,,,,6,6,6,0,100.00%,0.00%
20260126,23,第一網站股份有限公司,2820,星座好朋友(horofriend88),12966,MW_320x100_horofriend88,antifroud,,,8,8,8,0,100.00%,0.00%
20260126,23,曾憲敏,202,85小說網,13445,MW_336X280_全量1_85小說網,,,,"1,090","1,090",799,291,73.30%,26.70%
20260126,23,曾憲敏,202,85小說網,13446,MW_336X280_全量2_85小說網,,,,"8,158","8,158","6,369","1,789",78.07%,21.93%
20260126,23,曾憲敏,601,85小說網_PC,13450,(子)CF_336x280_全量2_85小說網,,,子聯播網,182,182,118,64,64.84%,35.16%
20260126,23,第一網站股份有限公司,2768,czbooks,13482,(子)CF_300x600_banner_czbooks(限時段),,,子聯播網,"3,247","3,247","2,167","1,080",66.74%,33.26%
20260126,23,第一網站股份有限公司,2768,czbooks,13483,(子)CF_970x250_banner_czbooks(限時段),,,子聯播網,"3,749","3,749","2,323","1,426",61.96%,38.04%
20260126,23,第一網站股份有限公司,2910,clickme,13548,(子)CF_300x250_banner_clickme(一般),,,子聯播網,"2,464","2,464","1,826",638,74.11%,25.89%
20260126,23,第一網站股份有限公司,2910,clickme,13549,CF_300x250_banner_clickme(一般),,,,26,26,23,3,88.46%,11.54%
20260126,23,第一網站股份有限公司,2916,KiKiNote,13576,(子)CF_300x250_banner_kikinote,,知名媒體,子聯播網,"1,587","1,587","1,483",104,93.45%,6.55%
20260126,23,闇碼科技股份有限公司,2992,縮短網址產生器-reurl-exchange,13848,CF_300x250_轉址失敗_最右邊_reurl,,知名媒體,,6,6,0,6,0.00%,100.00%
20260126,23,闇碼科技股份有限公司,2992,縮短網址產生器-reurl-exchange,13856,CF_300x250_轉址失敗頁第二塊_reurl,,知名媒體,,18,18,8,10,44.44%,55.56%
20260126,23,第一網站股份有限公司,2768,czbooks,13903,(子)CF_300x250_banner_czbooks(直播),antifroud,,子聯播網,"266,108","266,108","138,794","127,314",52.16%,47.84%
20260126,23,陳人鳳,480,飛格寵物家族_PC,1407,CF-728X90_上方通欄_飛格寵物家族,,,,54,54,42,12,77.78%,22.22%
20260126,23,陳人鳳,480,飛格寵物家族_PC,1408,CF-300X250_內文_飛格寵物家族,,,,104,104,58,46,55.77%,44.23%
20260126,23,闇碼科技股份有限公司,3048,縮短網址產生器-reurl,14210,MW_文中創意300x250_縮短網址產生器-reurl,,知名媒體,,179,179,147,32,82.12%,17.88%
20260126,23,巨思文化股份有限公司,3052,經理人_HB,14238,MW_文章結束第一塊_300x250_經理人-HB,,知名媒體,,6,6,4,2,66.67%,33.33%
20260126,23,巨思文化股份有限公司,3052,經理人_HB,14241,MW_300x250_內文下方_經理人-HB,,知名媒體,,6,6,4,2,66.67%,33.33%
20260126,23,富盈數據股份有限公司,3059,塔科女子,14258,CF_336x280_全網_塔科女子,,知名媒體,,36,36,36,0,100.00%,0.00%
20260126,23,朱光宁,3152,石頭小說-exchange,14472,MW_336x280_Banner_石頭小說,,,,"6,806","6,806","3,984","2,822",58.54%,41.46%
20260126,23,朱光宁,3149,稷下書院-exchange,14748,MW_320x100_置底(PB)_稷下書院,,,,"40,517","40,517","20,413","20,104",50.38%,49.62%
20260126,23,CBROOT LTD,3305,包子漫畫NEW-exchange,15145,(子)CF_970x250_指定流量Banner_包子漫畫(kukuc.co),antifroud,,子聯播網,827,827,827,0,100.00%,0.00%
20260126,23,和運租車股份有限公司,2878,abc好車網,15249,CF_300x250_搜尋頁右側_abc好車網,,知名媒體,,6,6,5,1,83.33%,16.67%
20260126,23,中天電視股份有限公司,3282,中天新聞網-exchange,15859,CF_336x280_內頁_PC右側互動看板B-中天新聞網-exchange,,知名媒體,,132,132,96,36,72.73%,27.27%
20260126,23,CBROOT LTD,3352,西瓜卡通-exchange,15969,CF_728x90_影音內容_西瓜卡通-exchange,,,,6,6,6,0,100.00%,0.00%
20260126,23,CBROOT LTD,3352,西瓜卡通-exchange,15970,CF_160x600_影音內容_西瓜卡通-exchange,,,,118,118,112,6,94.92%,5.08%
20260126,23,葉志斌,2745,繁中寶可夢卡表生成器-奶爸工作室-exchange,16950,CF_160x600_Banner_繁中寶可夢卡表生成器-奶爸工作室-exchange,,,,24,24,24,0,100.00%,0.00%
20260126,23,葉志斌,2745,繁中寶可夢卡表生成器-奶爸工作室-exchange,16951,CF_300x600_Banner_繁中寶可夢卡表生成器-奶爸工作室-exchange,,,,48,48,48,0,100.00%,0.00%
20260126,23,朱光宁,3360,提莫書屋-exchange,16957,MW_336x280banner_提莫書屋_exchange,,,,"23,156","23,156","17,239","5,917",74.45%,25.55%
20260126,23,朱光宁,3361,提莫書屋-mobile,16959,MW_320x480_文中創意_提莫書屋-mobile,,,,112,112,92,20,82.14%,17.86%
20260126,23,欣發現股份有限公司,3364,女子學-mobile,16972,MW_置底創意_女子學,antifroud,,,42,42,32,10,76.19%,23.81%
20260126,23,朱光宁,3149,稷下書院-exchange,17095,(子)MW_336x280_Banner_稷下書院-exchange,antifroud,,,"1,546","1,546",458,"1,088",29.62%,70.38%
20260126,23,李立娟,3395,vivi0視頻-exchange,17294,MW_336x280_Banner_vivi01視頻-exchange,antifroud,,,6,6,4,2,66.67%,33.33%
20260126,23,李立娟,3395,vivi0視頻-exchange,17300,MW_320x100_置底(PB)_vivi01視頻-exchange,antifroud,,,6,6,4,2,66.67%,33.33%
20260126,23,李立娟,3397,趣聞圖說-exchange,17309,MW_336x280_文中Banner_趣聞圖說-exchange,,,,6,6,4,2,66.67%,33.33%
20260126,23,曾憲敏,601,85小說網_PC,1773,CF-300x250_85小說網_內文1,,,,160,160,102,58,63.75%,36.25%
20260126,23,第一網站股份有限公司,3440,fsa_passback_first,18202,CF_300x250_fsa_passback_first,,,,"6,747","6,747","5,550","1,197",82.26%,17.74%
20260126,23,第一網站股份有限公司,3440,fsa_passback_first,18266,(子)CF_970x250_cfbanner_blog,,,子聯播網,30,30,30,0,100.00%,0.00%
20260126,23,冰楓科技有限公司,3485,冰楓論壇-exchange,18487,CF_970x90_內文上方第一塊_冰楓論壇-exchange,,,,842,842,684,158,81.24%,18.76%
20260126,23,冰楓科技有限公司,3485,冰楓論壇-exchange,18492,MW_300x250_Banner_ 冰楓論壇-exchange,,,,370,370,324,46,87.57%,12.43%
20260126,23,CBROOT LTD,3492,包子漫畫(特開流量)-exchange,18544,(子)CF_300x600_指定流量_包子漫畫(特開流量)-exchange,,,子聯播網,"1,063","1,063",979,84,92.10%,7.90%
20260126,23,CBROOT LTD,3492,包子漫畫(特開流量)-exchange,18558,CF_970x250_指定時段_包子漫畫(特開流量PB)-exchange,,,,"9,773","9,773","9,067",706,92.78%,7.22%
20260126,23,舒禾驊,3535,荷花動漫筆記,18887,CF_336x280_文章頁文中_荷花動漫筆記,,,,16,16,8,8,50.00%,50.00%
20260126,23,艾得基客行銷顧問股份有限公司,3552,玩具人,19044,MW_320x480_文中創意_玩具人,,知名媒體,,201,201,179,22,89.05%,10.95%
20260126,23,第一網站股份有限公司,2783,漫畫櫃manhuagui,20685,MW_300X250_manhuagui,antifroud,,,6,6,6,0,100.00%,0.00%
20260126,23,德榕企業有限公司,3577,TW Bodhi,20705,(子)CF_336x280_文章頁(RWD)_TW Bodhi,antifroud,,子聯播網,6,6,6,0,100.00%,0.00%
20260126,23,德榕企業有限公司,3578,TW Bodhi_mobile,20708,MW_蓋板_TW Bodhi,,,,731,731,728,3,99.59%,0.41%
20260126,23,德榕企業有限公司,3581,忘憂書屋,20727,CF_336x280文章頁(RWD)_忘憂書屋,,,,6,6,6,0,100.00%,0.00%
20260126,23,第一網站股份有限公司,2910,clickme,20735,(子)CF_300x250_banner_clickme(成人),,,子聯播網,"14,336","14,336","12,191","2,145",85.04%,14.96%
20260126,23,朱光宁,3269,石頭小說-mobile,21741,MW_320x480_蓋版_石頭小說-mobile,antifroud,,,6,6,6,0,100.00%,0.00%
20260126,23,富盈數據股份有限公司,3653,TVBS-女人我最大_HB,21763,MW_文中創意320x480_TVBS-女人我最大_HB,,知名媒體,,"1,740","1,740","1,705",35,97.99%,2.01%
20260126,23,富盈數據股份有限公司,3655,TVBS-食尚玩家_HB,21770,MW_文章三_336x280_TVBS-食尚玩家_HB,,知名媒體,,58,58,57,1,98.28%,1.72%
20260126,23,富盈數據股份有限公司,3655,TVBS-食尚玩家_HB,21773,MW_文中創意320x480_TVBS-食尚玩家_HB,,知名媒體,,312,312,302,10,96.79%,3.21%
20260126,23,儂儂雜誌社股份有限公司(bella儂儂),2135,Bella儂儂_2024,21876,MW-300x250_文章標題上方1_Bella儂儂,,知名媒體,,861,861,834,27,96.86%,3.14%
20260126,23,富盈數據股份有限公司,2615,熱血台中,21986,CF_336x280_全網_熱血台中,,,,28,28,28,0,100.00%,0.00%
20260126,23,富盈數據股份有限公司,2615,熱血台中,21987,CF_336x280_全網_熱血台中,,,,44,44,44,0,100.00%,0.00%
20260126,23,富盈數據股份有限公司,3704,天天要聞,22030,CF_300 x 250 banner_天天要聞_cpc2,,,,40,40,20,20,50.00%,50.00%
20260126,23,富盈數據股份有限公司,3703,繁體小說,22031,CF_300 x 250 banner_繁體小說_cpc2,,,,6,6,6,0,100.00%,0.00%
20260126,23,朱光宁,3708,石頭小說,22045,CF_336 x 280 banner_石頭小說_cpc1.67,antifroud,,,"65,578","65,578","33,011","32,567",50.34%,49.66%
20260126,23,冠妍動力科技有限公司,484,小老婆汽機車資訊網,22058,MW_文中創意320x480_小老婆汽機車資訊網-測試,,知名媒體,,6,6,3,3,50.00%,50.00%
20260126,23,朱光宁,3718,稷下書院2,22093,CF_336 x 280 banner_稷下書院2_cpc1.67,antifroud,,,"58,180","58,180","25,390","32,790",43.64%,56.36%
20260126,23,闇碼科技股份有限公司,3048,縮短網址產生器-reurl,22213,MW_蓋版_縮短網址產生器-reurl-2025.05(特殊供量),,知名媒體,,375,375,169,206,45.07%,54.93%
20260126,23,朱光宁,3741,石頭小說3,22398,CF_336 x 280 banner_石頭小說3_cpc1.67,,,,"7,789","7,789","4,383","3,406",56.27%,43.73%
20260126,23,闇碼科技股份有限公司,3068,限時圖片-imgus,22406,MW_置底_imgus,antifroud,,,195,195,194,1,99.49%,0.51%
20260126,23,李承翰-webptt,718,Web批踢踢(RWD),2284,MW-蓋板_文中_Web批踢踢,antifroud,,,78,78,51,27,65.38%,34.62%
20260126,23,麥智維,999,動漫戲說,3543,CF-728*90-內文上方-動漫戲說,antifroud,,,12,12,6,6,50.00%,50.00%
20260126,23,技達創意資訊有限公司,1299,泰好網,4733,CF-300*250-內文下方-泰好網,,,,8,8,8,0,100.00%,0.00%
20260126,23,技達創意資訊有限公司,1299,泰好網,4734,MW-320*100-首頁、內文上方-泰好網,,,,30,18,18,0,100.00%,0.00%
20260126,23,陈晋福,1367,電視超人,4997,CF-300X250-電視超人,,,,30,30,21,9,70.00%,30.00%
20260126,23,麥智維,999,動漫戲說,6069,CF-300*250-首頁-動漫戲說,,,,68,68,62,6,91.18%,8.82%
20260126,23,巧克科技新媒體股份有限公司,2127,LINE TV_Banner-exchange,8576,CF_336x280_戲劇-右側好康資訊下方_LINE TV-exchange,,知名媒體,,18,18,16,2,88.89%,11.11%
20260127,00,英屬維京群島商浩美數位有限公司台灣分公司,2315,Teepr亮新聞-exchange,10012,CF_336x280Banner_Teepr亮新聞-exchange,,知名媒體,,61,61,56,5,91.80%,8.20%
20260127,00,昱得資訊工作室,2528,數位書香,11080,CF_728x90_首頁上方_數位書香,antifroud,,,42,42,42,0,100.00%,0.00%
20260127,00,昱得資訊工作室,2528,數位書香,11081,CF_160x600_首頁右側_數位書香,antifroud,,,646,646,646,0,100.00%,0.00%
20260127,00,第一網站股份有限公司,2518,麻辣家族討論區(twbts),11082,CF-728X90-twbts,antifroud,,,"1,949","1,949","1,910",39,98.00%,2.00%
20260127,00,第一網站股份有限公司,2540,risu短網址,11260,MW-300X250-MB_page_left-risu,,知名媒體,,20,20,16,4,80.00%,20.00%
20260127,00,第一網站股份有限公司,2492,ttshow,11273,MW-300X250-ttshow,,知名媒體,,6,6,3,3,50.00%,50.00%
20260127,00,第一網站股份有限公司,2601,Meme梗圖倉庫,11443,CF-336X280-meme,,,,284,284,258,26,90.85%,9.15%
20260127,00,艾得基客行銷顧問股份有限公司,2578,鉅亨網,12070,MW_320x480_文中創意_鉅亨網,,知名媒體,,"6,288","6,288","6,195",93,98.52%,1.48%
20260127,00,第一網站股份有限公司,2540,risu短網址,12496,CF_300x250_popup(直播) _risu短網址,antifroud,知名媒體,,6,6,4,2,66.67%,33.33%
20260127,00,時報資訊股份有限公司,2770,中時電子報_HB,12559,CF_300x250_右側互動看版_中時電子報_HB,,知名媒體,,91,91,69,22,75.82%,24.18%
20260127,00,時報資訊股份有限公司,2770,中時電子報_HB,12560,CF_336x280_文中看板_中時電子報_HB,,知名媒體,,92,92,70,22,76.09%,23.91%
20260127,00,時報資訊股份有限公司,2770,中時電子報_HB,12561,MW_300x250_內頁TOP Banner_中時電子報_HB,antifroud,知名媒體,,942,942,898,44,95.33%,4.67%
20260127,00,第一網站股份有限公司,2768,czbooks,12570,CF_728x90_banner_czbooks,,,,"4,434","4,434","3,200","1,234",72.17%,27.83%
20260127,00,第一網站股份有限公司,2768,czbooks,12571,CF-300x600_Banner_czbooks,,,,"1,726","1,726","1,162",564,67.32%,32.68%
20260127,00,鳳梨傳媒股份有限公司,2190,民視新聞網-Exchange,12579,CF_300x250_右側第一塊_民視新聞網-Exchange(RWD)(MCM),,知名媒體,,406,406,389,17,95.81%,4.19%
20260127,00,鳳梨傳媒股份有限公司,2190,民視新聞網-Exchange,12580,CF_300x250_內文文中左側_民視新聞網-Exchange(RWD)(MCM),,知名媒體,,419,419,400,19,95.47%,4.53%
20260127,00,第一網站股份有限公司,2783,漫畫櫃manhuagui,12676,CF_728X90_manhuagui,antifroud,,,"61,990","61,990","54,741","7,249",88.31%,11.69%
20260127,00,第一網站股份有限公司,2820,星座好朋友(horofriend88),12966,MW_320x100_horofriend88,antifroud,,,176,176,163,13,92.61%,7.39%
20260127,00,第一網站股份有限公司,2836,vivi01,13032,MW_置底創意_vivi01 ViVi視頻,,,,12,12,11,1,91.67%,8.33%
20260127,00,第一網站股份有限公司,2838,mycard,13041,MW_320x480_加倍mycard,,,,"3,020","3,020",0,"3,020",0.00%,100.00%
20260127,00,第一網站股份有限公司,2862,Manhuaren,13254,MW_320x100_banner_manhuaren,,,,30,30,22,8,73.33%,26.67%
20260127,00,和運租車股份有限公司,2878,abc好車網,13368,CF_970x90_物件頁下方_abc好車網,,知名媒體,,8,8,4,4,50.00%,50.00%
20260127,00,譚謹恩,2885,Mr. & Mrs. Diary-exchange,13403,CF_728x90_內文上方_ Mr. & Mrs. Diary-exchange,,,,6,6,6,0,100.00%,0.00%
20260127,00,譚謹恩,2885,Mr. & Mrs. Diary-exchange,13405,CF_970x250_內文文中_Mr. & Mrs. Diary-exchange,,,,6,6,6,0,100.00%,0.00%
20260127,00,曾憲敏,202,85小說網,13445,MW_336X280_全量1_85小說網,,,,426,426,308,118,72.30%,27.70%
20260127,00,曾憲敏,202,85小說網,13446,MW_336X280_全量2_85小說網,,,,"1,940","1,940","1,510",430,77.84%,22.16%
20260127,00,第一網站股份有限公司,2910,clickme,13549,CF_300x250_banner_clickme(一般),,,,"2,114","2,114","1,873",241,88.60%,11.40%
20260127,00,第一網站股份有限公司,2768,czbooks,14036,MW_320x480_CZBOOKS,antifroud,,,"2,124","2,124","1,270",854,59.79%,40.21%
20260127,00,陳人鳳,480,飛格寵物家族_PC,1407,CF-728X90_上方通欄_飛格寵物家族,,,,30,30,17,13,56.67%,43.33%
20260127,00,陳人鳳,480,飛格寵物家族_PC,1408,CF-300X250_內文_飛格寵物家族,,,,121,121,66,55,54.55%,45.45%
20260127,00,闇碼科技股份有限公司,3048,縮短網址產生器-reurl,14210,MW_文中創意300x250_縮短網址產生器-reurl,,知名媒體,,94,94,72,22,76.60%,23.40%
20260127,00,巨思文化股份有限公司,3052,經理人_HB,14238,MW_文章結束第一塊_300x250_經理人-HB,,知名媒體,,20,20,17,3,85.00%,15.00%
20260127,00,巨思文化股份有限公司,3052,經理人_HB,14241,MW_300x250_內文下方_經理人-HB,,知名媒體,,14,14,11,3,78.57%,21.43%
20260127,00,巨思文化股份有限公司,3053,數位時代_HB,14246,MW_300x250_文章結束第一塊_數位時代-HB,,知名媒體,,6,6,6,0,100.00%,0.00%
20260127,00,富盈數據股份有限公司,3059,塔科女子,14258,CF_336x280_全網_塔科女子,,知名媒體,,159,159,159,0,100.00%,0.00%
20260127,00,CBROOT LTD,3003,包子漫畫-exchange,14291,MW_300x250_蓋板(PB)_包子漫畫,,,,"1,327","1,327","1,151",176,86.74%,13.26%
20260127,00,巨思文化股份有限公司,3052,經理人_HB,14735,MW_文中創意320x480_第二塊_數位時代_HB,,知名媒體,,6,6,4,2,66.67%,33.33%
20260127,00,朱光宁,3149,稷下書院-exchange,14748,MW_320x100_置底(PB)_稷下書院,,,,32,32,19,13,59.38%,40.62%
20260127,00,巨思文化股份有限公司,3053,數位時代_HB,14764,MW_置底創意_(非展開)_數位時代_HB,,知名媒體,,36,36,34,2,94.44%,5.56%
20260127,00,鳳梨傳媒股份有限公司,3277,民視新聞網-Mobile,14772,MW_置底創意_民視新聞-Mobile,,知名媒體,,"4,937","4,937","4,888",49,99.01%,0.99%
20260127,00,曾憲敏,3327,85小說網_創意,15227,MW-300X250_85小說網_隨身影音PB,,,,104,104,79,25,75.96%,24.04%
20260127,00,曾憲敏,3327,85小說網_創意,15228,MW-創意-85小說網,,,,"1,151","1,151",906,245,78.71%,21.29%
20260127,00,中天電視股份有限公司,3282,中天新聞網-exchange,15859,CF_336x280_內頁_PC右側互動看板B-中天新聞網-exchange,,知名媒體,,66,66,42,24,63.64%,36.36%
20260127,00,CBROOT LTD,3352,西瓜卡通-exchange,15969,CF_728x90_影音內容_西瓜卡通-exchange,,,,26,26,26,0,100.00%,0.00%
20260127,00,CBROOT LTD,3352,西瓜卡通-exchange,15970,CF_160x600_影音內容_西瓜卡通-exchange,,,,347,347,333,14,95.97%,4.03%
20260127,00,朱光宁,3360,提莫書屋-exchange,16957,MW_336x280banner_提莫書屋_exchange,,,,"18,208","18,208","13,527","4,681",74.29%,25.71%
20260127,00,朱光宁,3361,提莫書屋-mobile,16958,MW_置底創意_提莫書屋-mobile,,,,110,110,78,32,70.91%,29.09%
20260127,00,朱光宁,3361,提莫書屋-mobile,16959,MW_320x480_文中創意_提莫書屋-mobile,,,,141,141,115,26,81.56%,18.44%
