日期,小時,版位編號,供應商名稱,網站,網站名稱,版位名稱,antifroud,知名媒體,子聯播網,Total Tracked Ads (Viewability),Eligible Ads for Viewability (Viewability),Measured Ads (Viewability),% Measured Ads (Viewability),Viewable Impressions (Viewability),% Viewable Impressions (Viewability),Non-Viewable Ads (Viewability),% Non-Viewable Ads (Viewability),Average Time In View (Sec) (Viewability),Total Tracked Ads (IVT),Eligible Ads for Invalid Traffic (IVT),Invalid Traffic Ads (IVT),Valid Traffic Ads (IVT),General Invalid Traffic (GIVT) Ads (IVT),Sophisticated Invalid Traffic (SIVT) Ads (IVT),Bots (SIVT) Ads (IVT),Domain Spoofing (SIVT) Ads (IVT),Hidden Ads (SIVT) Ads (IVT),% Eligible for Invalid Traffic (IVT),% Invalid Traffic Ads (IVT),% General Invalid Traffic (GIVT) Ads (IVT),% Sophisticated Invalid Traffic (SIVT) Ads (IVT),% Bots (SIVT) Ads (IVT),% Domain Spoofing (SIVT) Ads (IVT),% Hidden Ads (SIVT) Ads (IVT),Total Tracked Ads (SiteQuality),Reduced Value Inventory (RVI) Ads (SiteQuality),Incentivized Browsing (RVI) Ads (SiteQuality),Proxy Server (RVI) Ads (SiteQuality),seeThrough Ads (SiteQuality),Invisible URL Ads (SiteQuality),Total Eligible Ads for Site Quality (SiteQuality),% Reduced Value Inventory (RVI) Ads (SiteQuality),% seeThrough Ads (SiteQuality),Invisible URL rate (SiteQuality),% Incentivized Browsing (RVI) Ads (SiteQuality),% Proxy Server (RVI) Ads (SiteQuality),Total Tracked Ads (BrandSuitability),MFA Ads (BrandSuitability),AD Clutter Ads (BrandSuitability),Total Eligible Ads for Brand Suitability (BrandSuitability),Brand Suitability Passed Ads (BrandSuitability),Brand Suitability Failed Ads (BrandSuitability),% Brand Suitability Passed Ads (BrandSuitability),% Brand Suitability Failed Ads (BrandSuitability),MFA rate (BrandSuitability),AD Clutter rate (BrandSuitability),Total Tracked Ads (QualImpressions),Eligible ads for quality Impressions (QualImpressions),Quality Ads (QualImpressions),Non-quality Ads (QualImpressions),Quality Ads rate (QualImpressions),Non-quality Ads rate (QualImpressions)
20260127,08,22443,第一網站股份有限公司,2783.0,漫畫櫃manhuagui,MW_置底_manhuagui,antifroud,,,"8,516","4,131","4,131",100.00%,"3,173",76.81%,958,23.19%,10.95,"8,510","8,510",24,"8,486",0,24,24,0,0,100.00%,0.28%,0.00%,0.28%,0.28%,0.00%,0.00%,"8,534","1,959",0,"1,959","6,544",0,"8,534",22.96%,76.68%,0.00%,0.00%,22.96%,"8,522",0,0,"8,522","7,721",801,90.60%,9.40%,0.00%,0.00%,"8,528","8,528","7,727",801,90.61%,9.39%
20260127,08,22495,艾得基客行銷顧問股份有限公司,3490.0,太報,MW_300x250 BANNER_太報_CPM5,,知名媒體,子聯播網,12,6,6,100.00%,2,33.33%,4,66.67%,7.50,12,12,0,12,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12,6,0,6,8,0,12,50.00%,66.67%,0.00%,0.00%,50.00%,12,0,0,12,12,0,100.00%,0.00%,0.00%,0.00%,12,12,12,0,100.00%,0.00%
20260127,08,22498,艾得基客行銷顧問股份有限公司,2689.0,Basketball Top5,MW_300x250 Banner_Basketball TOP5_CPM5,,,子聯播網,854,424,424,100.00%,202,47.64%,222,52.36%,5.87,854,854,0,854,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,866,12,0,12,523,0,866,1.39%,60.39%,0.00%,0.00%,1.39%,860,0,0,860,851,9,98.95%,1.05%,0.00%,0.00%,866,866,857,9,98.96%,1.04%
20260127,08,22507,艾得基客行銷顧問股份有限公司,2578.0,鉅亨網,MW_300x250_鉅亨網_直播用BN-1,,知名媒體,子聯播網,"1,222",569,568,99.82%,137,24.12%,431,75.88%,5.33,"1,222","1,222",4,"1,218",4,0,0,0,0,100.00%,0.33%,0.33%,0.00%,0.00%,0.00%,0.00%,"1,222",89,0,89,928,0,"1,222",7.28%,75.94%,0.00%,0.00%,7.28%,"1,222",0,0,"1,222","1,203",19,98.45%,1.55%,0.00%,0.00%,"1,222","1,222","1,203",19,98.45%,1.55%
20260127,08,22514,艾得基客行銷顧問股份有限公司,3752.0,ＭoneyDJ,MW_文中創意320x480_MoneyDJ,antifroud,知名媒體,,60,30,30,100.00%,23,76.67%,7,23.33%,18.41,60,60,0,60,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,60,12,0,12,43,0,60,20.00%,71.67%,0.00%,0.00%,20.00%,60,0,0,60,52,8,86.67%,13.33%,0.00%,0.00%,60,60,52,8,86.67%,13.33%
20260127,08,22517,艾得基客行銷顧問股份有限公司,2084.0,經濟日報,MW_置底創意(非展開)_經濟日報,,知名媒體,,"5,216","2,575","2,575",100.00%,"2,305",89.51%,270,10.49%,25.24,"5,216","5,216",4,"5,212",2,2,2,0,0,100.00%,0.08%,0.04%,0.04%,0.04%,0.00%,0.00%,"5,216",997,0,997,"3,854",0,"5,216",19.11%,73.89%,0.00%,0.00%,19.11%,"5,198",0,0,"5,198","4,515",683,86.86%,13.14%,0.00%,0.00%,"5,234","5,234","4,549",685,86.91%,13.09%
20260127,08,22732,艾得基客行銷顧問股份有限公司,3373.0,良醫健康網,MW_300x250_良醫健康網,,知名媒體,,12,6,6,100.00%,0,0.00%,6,100.00%,0.00,12,12,0,12,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,2,0,2,4,0,6,33.33%,66.67%,0.00%,0.00%,33.33%,12,0,0,12,9,3,75.00%,25.00%,0.00%,0.00%,12,12,9,3,75.00%,25.00%
20260127,08,2284,李承翰-webptt,718.0,Web批踢踢(RWD),MW-蓋板_文中_Web批踢踢,antifroud,,,12,4,4,100.00%,2,50.00%,2,50.00%,4.30,12,12,0,12,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12,6,0,6,12,0,12,50.00%,100.00%,0.00%,0.00%,50.00%,12,0,0,12,8,4,66.67%,33.33%,0.00%,0.00%,12,12,8,4,66.67%,33.33%
20260127,08,3543,麥智維,999.0,動漫戲說,CF-728*90-內文上方-動漫戲說,antifroud,,,357,140,140,100.00%,108,77.14%,32,22.86%,48.22,351,351,0,351,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,351,4,0,4,349,0,351,1.14%,99.43%,0.00%,0.00%,1.14%,357,0,0,357,261,96,73.11%,26.89%,0.00%,0.00%,357,357,261,96,73.11%,26.89%
20260127,08,4678,肖偉彬,1287.0,紅櫻桃小說書庫,CF-內文上方-300*250-紅櫻桃小說書庫,,,,20,10,10,100.00%,7,70.00%,3,30.00%,5.44,20,20,0,20,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20,8,0,8,13,0,20,40.00%,65.00%,0.00%,0.00%,40.00%,20,0,0,20,17,3,85.00%,15.00%,0.00%,0.00%,20,20,17,3,85.00%,15.00%
20260127,08,4717,肖偉彬,1287.0,紅櫻桃小說書庫,MW_文中創意300x250_紅櫻桃小說書庫,,,,26,9,9,100.00%,3,33.33%,6,66.67%,3.08,26,26,0,26,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,26,0,0,0,25,0,26,0.00%,96.15%,0.00%,0.00%,0.00%,20,0,0,20,15,5,75.00%,25.00%,0.00%,0.00%,26,26,19,7,73.08%,26.92%
20260127,08,4733,技達創意資訊有限公司,1299.0,泰好網,CF-300*250-內文下方-泰好網,,,,6,2,2,100.00%,0,0.00%,2,100.00%,0.00,6,6,0,6,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%,6,0,0,6,6,0,100.00%,0.00%,0.00%,0.00%,6,6,6,0,100.00%,0.00%
20260127,08,4734,技達創意資訊有限公司,1299.0,泰好網,MW-320*100-首頁、內文上方-泰好網,,,,12,4,4,100.00%,2,50.00%,2,50.00%,5.00,12,12,0,12,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12,0,0,0,12,0,12,0.00%,100.00%,0.00%,0.00%,0.00%,12,0,0,12,12,0,100.00%,0.00%,0.00%,0.00%,12,12,12,0,100.00%,0.00%
20260127,08,4997,陈晋福,1367.0,電視超人,CF-300X250-電視超人,,,,12,6,6,100.00%,6,100.00%,0,0.00%,60.16,12,12,0,12,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12,0,0,0,12,0,12,0.00%,100.00%,0.00%,0.00%,0.00%,12,0,0,12,9,3,75.00%,25.00%,0.00%,0.00%,12,12,9,3,75.00%,25.00%
20260127,08,6069,麥智維,999.0,動漫戲說,CF-300*250-首頁-動漫戲說,,,,61,22,22,100.00%,12,54.55%,10,45.45%,2.34,61,61,0,61,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,55,3,0,3,54,0,55,5.45%,98.18%,0.00%,0.00%,5.45%,61,0,0,61,61,0,100.00%,0.00%,0.00%,0.00%,61,61,61,0,100.00%,0.00%
20260127,08,8250,精鏡傳媒股份有限公司,1060.0,鏡週刊,MW_置底創意(非展開)_鏡週刊,,知名媒體,,42,21,21,100.00%,21,100.00%,0,0.00%,37.35,42,42,0,42,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,42,6,0,6,29,0,42,14.29%,69.05%,0.00%,0.00%,14.29%,42,0,0,42,36,6,85.71%,14.29%,0.00%,0.00%,42,42,36,6,85.71%,14.29%
20260127,08,8393,布林遊國際有限公司,1692.0,Bring You,CF-300X250-上方通欄右側_BringYou,,知名媒體,,6,3,3,100.00%,0,0.00%,3,100.00%,0.05,6,6,0,6,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%,6,0,0,6,6,0,100.00%,0.00%,0.00%,0.00%,6,6,6,0,100.00%,0.00%
20260127,08,8576,巧克科技新媒體股份有限公司,2127.0,LINE TV_Banner-exchange,CF_336x280_戲劇-右側好康資訊下方_LINE TV-exchange,,知名媒體,,74,37,37,100.00%,0,0.00%,37,100.00%,0.00,74,74,0,74,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,74,4,0,4,72,0,74,5.41%,97.30%,0.00%,0.00%,5.41%,74,0,0,74,72,2,97.30%,2.70%,0.00%,0.00%,74,74,72,2,97.30%,2.70%
20260127,08,8577,巧克科技新媒體股份有限公司,2127.0,LINE TV_Banner-exchange,CF_336x280_戲劇-右側好康資訊上方_LINE TV-exchange,,知名媒體,,162,80,80,100.00%,5,6.25%,75,93.75%,0.18,162,162,2,160,0,2,2,0,0,100.00%,1.23%,0.00%,1.23%,1.23%,0.00%,0.00%,162,4,0,4,161,0,162,2.47%,99.38%,0.00%,0.00%,2.47%,162,0,0,162,151,11,93.21%,6.79%,0.00%,0.00%,162,162,151,11,93.21%,6.79%
20260127,09,10012,英屬維京群島商浩美數位有限公司台灣分公司,2315.0,Teepr亮新聞-exchange,CF_336x280Banner_Teepr亮新聞-exchange,,知名媒體,,142,67,67,100.00%,2,2.99%,65,97.01%,0.22,142,142,8,134,4,4,4,0,0,100.00%,5.63%,2.82%,2.82%,2.82%,0.00%,0.00%,130,2,0,2,95,0,130,1.54%,73.08%,0.00%,0.00%,1.54%,142,0,0,142,133,9,93.66%,6.34%,0.00%,0.00%,142,142,133,9,93.66%,6.34%
20260127,09,11080,昱得資訊工作室,2528.0,數位書香,CF_728x90_首頁上方_數位書香,antifroud,,,12,6,6,100.00%,4,66.67%,2,33.33%,6.92,12,12,0,12,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%,12,0,0,12,12,0,100.00%,0.00%,0.00%,0.00%,12,12,12,0,100.00%,0.00%
20260127,09,11081,昱得資訊工作室,2528.0,數位書香,CF_160x600_首頁右側_數位書香,antifroud,,,245,107,107,100.00%,37,34.58%,70,65.42%,2.33,245,245,0,245,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,245,0,0,0,245,0,245,0.00%,100.00%,0.00%,0.00%,0.00%,239,0,0,239,239,0,100.00%,0.00%,0.00%,0.00%,245,245,245,0,100.00%,0.00%
20260127,09,11082,第一網站股份有限公司,2518.0,麻辣家族討論區(twbts),CF-728X90-twbts,antifroud,,,"1,237",478,478,100.00%,324,67.78%,154,32.22%,4.76,"1,237","1,237",0,"1,237",0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"1,243",0,0,0,"1,243",0,"1,243",0.00%,100.00%,0.00%,0.00%,0.00%,"1,237",0,0,"1,237","1,227",10,99.19%,0.81%,0.00%,0.00%,"1,249","1,249","1,239",10,99.20%,0.80%
20260127,09,11273,第一網站股份有限公司,2492.0,ttshow,MW-300X250-ttshow,,知名媒體,,12,6,6,100.00%,2,33.33%,4,66.67%,0.57,12,12,0,12,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12,0,0,0,12,0,12,0.00%,100.00%,0.00%,0.00%,0.00%,12,0,0,12,12,0,100.00%,0.00%,0.00%,0.00%,12,12,12,0,100.00%,0.00%
20260127,09,11443,第一網站股份有限公司,2601.0,Meme梗圖倉庫,CF-336X280-meme,,,,493,229,229,100.00%,47,20.52%,182,79.48%,1.40,493,493,0,493,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,493,56,0,56,446,0,493,11.36%,90.47%,0.00%,0.00%,11.36%,487,0,0,487,423,64,86.86%,13.14%,0.00%,0.00%,493,493,427,66,86.61%,13.39%
20260127,09,12070,艾得基客行銷顧問股份有限公司,2578.0,鉅亨網,MW_320x480_文中創意_鉅亨網,,知名媒體,,"11,220","5,495","5,495",100.00%,"4,318",78.58%,"1,177",21.42%,16.30,"11,220","11,220",98,"11,122",0,98,98,0,0,100.00%,0.87%,0.00%,0.87%,0.87%,0.00%,0.00%,"11,244",653,0,653,"8,681",0,"11,244",5.81%,77.21%,0.00%,0.00%,5.81%,"11,238",0,0,"11,238","10,951",287,97.45%,2.55%,0.00%,0.00%,"11,280","11,280","10,991",289,97.44%,2.56%
20260127,09,12559,時報資訊股份有限公司,2770.0,中時電子報_HB,CF_300x250_右側互動看版_中時電子報_HB,,知名媒體,,"2,281","1,101","1,101",100.00%,450,40.87%,651,59.13%,6.39,"2,281","2,281",48,"2,233",8,40,40,0,0,100.00%,2.10%,0.35%,1.75%,1.75%,0.00%,0.00%,"2,287",152,0,152,"2,186",0,"2,287",6.65%,95.58%,0.00%,0.00%,6.65%,"2,287",0,0,"2,287","2,026",261,88.59%,11.41%,0.00%,0.00%,"2,287","2,287","2,026",261,88.59%,11.41%
20260127,09,12560,時報資訊股份有限公司,2770.0,中時電子報_HB,CF_336x280_文中看板_中時電子報_HB,,知名媒體,,"2,158","1,039","1,039",100.00%,785,75.55%,254,24.45%,25.03,"2,158","2,158",44,"2,114",7,37,37,0,0,100.00%,2.04%,0.32%,1.71%,1.71%,0.00%,0.00%,"2,164",146,0,146,"2,068",0,"2,164",6.75%,95.56%,0.00%,0.00%,6.75%,"2,164",0,0,"2,164","1,915",249,88.49%,11.51%,0.00%,0.00%,"2,164","2,164","1,915",249,88.49%,11.51%
20260127,09,12561,時報資訊股份有限公司,2770.0,中時電子報_HB,MW_300x250_內頁TOP Banner_中時電子報_HB,antifroud,知名媒體,,"2,222","1,078","1,078",100.00%,184,17.07%,894,82.93%,1.19,"2,222","2,222",31,"2,191",19,12,12,0,0,100.00%,1.40%,0.86%,0.54%,0.54%,0.00%,0.00%,"2,222",335,0,335,"1,702",0,"2,222",15.08%,76.60%,0.00%,0.00%,15.08%,"2,222",0,0,"2,222","2,038",184,91.72%,8.28%,0.00%,0.00%,"2,222","2,222","2,038",184,91.72%,8.28%
20260127,09,12570,第一網站股份有限公司,2768.0,czbooks,CF_728x90_banner_czbooks,,,,"2,096","1,029","1,029",100.00%,781,75.90%,248,24.10%,5.48,"2,096","2,096",20,"2,076",16,4,4,0,0,100.00%,0.95%,0.76%,0.19%,0.19%,0.00%,0.00%,"2,096",344,0,344,"1,911",0,"2,096",16.41%,91.17%,0.00%,0.00%,16.41%,"2,090",0,0,"2,090","1,702",388,81.44%,18.56%,0.00%,0.00%,"2,096","2,096","1,705",391,81.35%,18.65%
20260127,09,12571,第一網站股份有限公司,2768.0,czbooks,CF-300x600_Banner_czbooks,,,,"1,199",594,594,100.00%,402,67.68%,192,32.32%,103.79,"1,199","1,199",8,"1,191",8,0,0,0,0,100.00%,0.67%,0.67%,0.00%,0.00%,0.00%,0.00%,"1,199",12,0,12,603,0,"1,199",1.00%,50.29%,0.00%,0.00%,1.00%,"1,193",0,0,"1,193",688,505,57.67%,42.33%,0.00%,0.00%,"1,199","1,199",691,508,57.63%,42.37%
20260127,09,12579,鳳梨傳媒股份有限公司,2190.0,民視新聞網-Exchange,CF_300x250_右側第一塊_民視新聞網-Exchange(RWD)(MCM),,知名媒體,,"1,244",614,614,100.00%,50,8.14%,564,91.86%,2.54,"1,238","1,238",13,"1,225",2,11,11,0,0,100.00%,1.05%,0.16%,0.89%,0.89%,0.00%,0.00%,"1,232",60,0,60,961,0,"1,232",4.87%,78.00%,0.00%,0.00%,4.87%,"1,220",0,0,"1,220","1,158",62,94.92%,5.08%,0.00%,0.00%,"1,250","1,250","1,185",65,94.80%,5.20%
20260127,09,12580,鳳梨傳媒股份有限公司,2190.0,民視新聞網-Exchange,CF_300x250_內文文中左側_民視新聞網-Exchange(RWD)(MCM),,知名媒體,,"1,065",519,519,100.00%,47,9.06%,472,90.94%,2.11,"1,059","1,059",21,"1,038",5,16,16,0,0,100.00%,1.98%,0.47%,1.51%,1.51%,0.00%,0.00%,"1,065",47,0,47,886,0,"1,065",4.41%,83.19%,0.00%,0.00%,4.41%,"1,059",0,0,"1,059",996,63,94.05%,5.95%,0.00%,0.00%,"1,077","1,077","1,013",64,94.06%,5.94%
20260127,09,12676,第一網站股份有限公司,2783.0,漫畫櫃manhuagui,CF_728X90_manhuagui,antifroud,,,"22,654","11,066","11,066",100.00%,"4,788",43.27%,"6,278",56.73%,8.99,"22,648","22,648",71,"22,577",6,65,65,0,0,100.00%,0.31%,0.03%,0.29%,0.29%,0.00%,0.00%,"22,678","2,436",0,"2,436","20,984",0,"22,678",10.74%,92.53%,0.00%,0.00%,10.74%,"22,684",0,0,"22,684","18,611","4,073",82.04%,17.96%,0.00%,0.00%,"22,702","22,702","18,626","4,076",82.05%,17.95%
20260127,09,12761,艾得基客行銷顧問股份有限公司,2635.0,工商時報,MW_320x480_文中創意_工商時報new,,知名媒體,,106,53,53,100.00%,42,79.25%,11,20.75%,19.36,112,112,0,112,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,112,8,0,8,83,0,112,7.14%,74.11%,0.00%,0.00%,7.14%,112,0,0,112,106,6,94.64%,5.36%,0.00%,0.00%,112,112,106,6,94.64%,5.36%
20260127,09,12868,第一網站股份有限公司,2801.0,damanwoo,CF-300x250_Banner_damanwoo_大人物,,,,57,26,26,100.00%,7,26.92%,19,73.08%,3.73,57,57,0,57,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,57,0,0,0,57,0,57,0.00%,100.00%,0.00%,0.00%,0.00%,57,0,0,57,51,6,89.47%,10.53%,0.00%,0.00%,57,57,51,6,89.47%,10.53%
20260127,09,12966,第一網站股份有限公司,2820.0,星座好朋友(horofriend88),MW_320x100_horofriend88,antifroud,,,74,37,37,100.00%,35,94.59%,2,5.41%,24.62,74,74,0,74,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,74,0,0,0,46,0,74,0.00%,62.16%,0.00%,0.00%,0.00%,74,0,0,74,71,3,95.95%,4.05%,0.00%,0.00%,74,74,71,3,95.95%,4.05%
20260127,09,13032,第一網站股份有限公司,2836.0,vivi01,MW_置底創意_vivi01 ViVi視頻,,,,12,6,6,100.00%,6,100.00%,0,0.00%,35.53,12,12,0,12,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12,0,0,0,11,0,12,0.00%,91.67%,0.00%,0.00%,0.00%,12,0,0,12,12,0,100.00%,0.00%,0.00%,0.00%,12,12,12,0,100.00%,0.00%
20260127,09,13041,第一網站股份有限公司,2838.0,mycard,MW_320x480_加倍mycard,,,,602,0,0,0.00%,0,0.00%,0,0.00%,0.00,602,602,602,0,0,602,602,0,0,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%,602,0,0,0,602,0,602,0.00%,100.00%,0.00%,0.00%,0.00%,590,0,0,590,0,590,0.00%,100.00%,0.00%,0.00%,602,602,0,602,0.00%,100.00%
20260127,09,13368,和運租車股份有限公司,2878.0,abc好車網,CF_970x90_物件頁下方_abc好車網,,知名媒體,,6,3,3,100.00%,0,0.00%,3,100.00%,0.00,6,6,0,6,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%,6,0,0,6,3,3,50.00%,50.00%,0.00%,0.00%,6,6,3,3,50.00%,50.00%
20260127,09,13445,曾憲敏,202.0,85小說網,MW_336X280_全量1_85小說網,,,,190,95,95,100.00%,56,58.95%,39,41.05%,6.80,190,190,0,190,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,190,44,0,44,153,0,190,23.16%,80.53%,0.00%,0.00%,23.16%,190,0,0,190,133,57,70.00%,30.00%,0.00%,0.00%,190,190,133,57,70.00%,30.00%
20260127,09,13446,曾憲敏,202.0,85小說網,MW_336X280_全量2_85小說網,,,,"1,624",810,810,100.00%,488,60.25%,322,39.75%,7.36,"1,624","1,624",0,"1,624",0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"1,648",430,0,430,"1,273",0,"1,648",26.09%,77.25%,0.00%,0.00%,26.09%,"1,636",0,0,"1,636","1,237",399,75.61%,24.39%,0.00%,0.00%,"1,654","1,654","1,249",405,75.51%,24.49%
20260127,09,13549,第一網站股份有限公司,2910.0,clickme,CF_300x250_banner_clickme(一般),,,,661,347,347,100.00%,37,10.66%,310,89.34%,0.33,661,661,0,661,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,661,38,0,38,546,0,661,5.75%,82.60%,0.00%,0.00%,5.75%,661,0,0,661,520,141,78.67%,21.33%,0.00%,0.00%,661,661,520,141,78.67%,21.33%
20260127,09,13847,闇碼科技股份有限公司,2992.0,縮短網址產生器-reurl-exchange,CF_970x90_轉址失敗_下方第一排 _reurl,,知名媒體,,6,3,3,100.00%,3,100.00%,0,0.00%,5.41,6,6,0,6,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,0,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,0.00%,6,0,0,6,6,0,100.00%,0.00%,0.00%,0.00%,6,6,6,0,100.00%,0.00%
20260127,09,13848,闇碼科技股份有限公司,2992.0,縮短網址產生器-reurl-exchange,CF_300x250_轉址失敗_最右邊_reurl,,知名媒體,,24,12,12,100.00%,7,58.33%,5,41.67%,3.50,24,24,0,24,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,24,0,0,0,23,0,24,0.00%,95.83%,0.00%,0.00%,0.00%,18,0,0,18,18,0,100.00%,0.00%,0.00%,0.00%,24,24,21,3,87.50%,12.50%
20260127,09,13856,闇碼科技股份有限公司,2992.0,縮短網址產生器-reurl-exchange,CF_300x250_轉址失敗頁第二塊_reurl,,知名媒體,,18,9,9,100.00%,7,77.78%,2,22.22%,4.87,18,18,0,18,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12,0,0,0,11,0,12,0.00%,91.67%,0.00%,0.00%,0.00%,18,0,0,18,18,0,100.00%,0.00%,0.00%,0.00%,18,18,18,0,100.00%,0.00%
20260127,09,13861,闇碼科技股份有限公司,2992.0,縮短網址產生器-reurl-exchange,CF_300x250_網址下方右側(PB)_reurl,,知名媒體,,6,3,3,100.00%,3,100.00%,0,0.00%,40.33,6,6,0,6,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,4,0,4,3,0,6,66.67%,50.00%,0.00%,0.00%,66.67%,6,0,0,6,6,0,100.00%,0.00%,0.00%,0.00%,6,6,6,0,100.00%,0.00%
20260127,09,14036,第一網站股份有限公司,2768.0,czbooks,MW_320x480_CZBOOKS,antifroud,,,100,50,50,100.00%,12,24.00%,38,76.00%,0.99,100,100,0,100,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100,22,0,22,80,0,100,22.00%,80.00%,0.00%,0.00%,22.00%,100,0,0,100,52,48,52.00%,48.00%,0.00%,0.00%,100,100,52,48,52.00%,48.00%
20260127,09,1407,陳人鳳,480.0,飛格寵物家族_PC,CF-728X90_上方通欄_飛格寵物家族,,,,24,5,5,100.00%,3,60.00%,2,40.00%,6.31,24,24,5,19,0,5,5,0,0,100.00%,20.83%,0.00%,20.83%,20.83%,0.00%,0.00%,24,6,0,6,21,0,24,25.00%,87.50%,0.00%,0.00%,25.00%,18,0,0,18,15,3,83.33%,16.67%,0.00%,0.00%,24,24,19,5,79.17%,20.83%
20260127,09,1408,陳人鳳,480.0,飛格寵物家族_PC,CF-300X250_內文_飛格寵物家族,,,,157,5,5,100.00%,5,100.00%,0,0.00%,38.87,157,157,60,97,0,60,60,0,0,100.00%,38.22%,0.00%,38.22%,38.22%,0.00%,0.00%,157,0,0,0,157,0,157,0.00%,100.00%,0.00%,0.00%,0.00%,157,0,0,157,92,65,58.60%,41.40%,0.00%,0.00%,157,157,92,65,58.60%,41.40%
20260127,09,14188,飛凡傳播股份有限公司,1921.0,非凡新聞台-exchange,MW_300x250_內文上方_非凡新聞-exchange,antifroud,知名媒體,,94,10,10,100.00%,6,60.00%,4,40.00%,26.62,94,72,52,20,36,16,16,0,0,76.60%,72.22%,50.00%,22.22%,22.22%,0.00%,0.00%,94,2,0,2,89,0,94,2.13%,94.68%,0.00%,0.00%,2.13%,88,0,0,66,14,52,21.21%,78.79%,0.00%,0.00%,94,72,20,52,27.78%,72.22%
20260127,09,14189,飛凡傳播股份有限公司,1921.0,非凡新聞台-exchange,CF_300x600_右側下方_非凡新聞-exchange,antifroud,知名媒體,,12,0,0,0.00%,0,0.00%,0,0.00%,0.00,12,6,6,0,5,1,1,0,0,50.00%,100.00%,83.33%,16.67%,16.67%,0.00%,0.00%,12,0,0,0,12,0,12,0.00%,100.00%,0.00%,0.00%,0.00%,12,0,0,6,0,6,0.00%,100.00%,0.00%,0.00%,12,6,0,6,0.00%,100.00%
20260127,09,14210,闇碼科技股份有限公司,3048.0,縮短網址產生器-reurl,MW_文中創意300x250_縮短網址產生器-reurl,,知名媒體,,"1,138",100,99,99.00%,64,64.65%,35,35.35%,5.08,"1,138","1,138",934,204,894,40,40,0,0,100.00%,82.07%,78.56%,3.51%,3.51%,0.00%,0.00%,"1,144",23,0,23,"1,094",0,"1,144",2.01%,95.63%,0.00%,0.00%,2.01%,"1,144",0,0,"1,144",193,951,16.87%,83.13%,0.00%,0.00%,"1,144","1,144",193,951,16.87%,83.13%
