日期,小時,供應商名稱,網站,網站名稱,版位編號,版位名稱,antifroud,知名媒體,子聯播網,Total Tracked Ads,Eligible Ads for Invalid Traffic,Invalid Traffic Ads,Valid Traffic Ads,General Invalid Traffic (GIVT) Ads,Sophisticated Invalid Traffic (SIVT) Ads,Bots (SIVT) Ads,Domain Spoofing (SIVT) Ads,Hidden Ads (SIVT) Ads,% Eligible for Invalid Traffic,% Invalid Traffic Ads,% General Invalid Traffic (GIVT) Ads,% Sophisticated Invalid Traffic (SIVT) Ads,% Bots (SIVT) Ads,% Domain Spoofing (SIVT) Ads,% Hidden Ads (SIVT) Ads
20260127,06,李立娟,3395,vivi0視頻-exchange,17294,MW_336x280_Banner_vivi01視頻-exchange,antifroud,,,"37,966","37,966",100,"37,866",38,62,62,0,0,100.00%,0.26%,0.10%,0.16%,0.16%,0.00%,0.00%
20260127,06,李立娟,3395,vivi0視頻-exchange,17300,MW_320x100_置底(PB)_vivi01視頻-exchange,antifroud,,,"54,725","54,725",102,"54,623",22,80,80,0,0,100.00%,0.19%,0.04%,0.15%,0.15%,0.00%,0.00%
20260127,06,李立娟,3396,趣聞圖說-Mobile,17923,MW_置底創意(展開)_趣聞圖說-Mobile,,,,34,34,2,32,0,2,2,0,0,100.00%,5.88%,0.00%,5.88%,5.88%,0.00%,0.00%
20260127,06,第一網站股份有限公司,2768,czbooks,17927,MW_置底創意_czbook,,,,"4,381","4,381",4,"4,377",2,2,2,0,0,100.00%,0.09%,0.05%,0.05%,0.05%,0.00%,0.00%
20260127,06,時報資訊股份有限公司_工商時報,3427,工商時報-exchange,18014,MW_300x250_文末Banner1_工商時報-exchange,,知名媒體,,6,6,0,6,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,時報資訊股份有限公司_工商時報,3427,工商時報-exchange,18015,MW_300x250_文末Banner2_工商時報-exchange,,知名媒體,,148,148,0,148,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,第一網站股份有限公司,3440,fsa_passback_first,18201,CF_336x280_fsa_passback_first,,,,661,661,20,641,20,0,0,0,0,100.00%,3.03%,3.03%,0.00%,0.00%,0.00%,0.00%
20260127,06,第一網站股份有限公司,3440,fsa_passback_first,18202,CF_300x250_fsa_passback_first,,,,137,137,0,137,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,莊博凱,3455,夢遊電玩,18269,300x250 Banner,,,,6,6,0,6,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,朱光宁,3268,稷下書院-mobile,18297,MW_置底創意(展開)_稷下書院-mobile,,,,78,78,0,78,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,冰楓科技有限公司,3485,冰楓論壇-exchange,18487,CF_970x90_內文上方第一塊_冰楓論壇-exchange,,,,198,198,0,198,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,冰楓科技有限公司,3485,冰楓論壇-exchange,18488,MW_320x100_內文上方第一塊_ 冰楓論壇-exchange,antifroud,,,24,24,0,24,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,冰楓科技有限公司,3485,冰楓論壇-exchange,18492,MW_300x250_Banner_ 冰楓論壇-exchange,,,,60,60,0,60,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,CBROOT LTD,3492,包子漫畫(特開流量)-exchange,18557,CF_300x600_指定流量_包子漫畫(特開流量PB)-exchange,,,,32,32,2,30,0,2,2,0,0,100.00%,6.25%,0.00%,6.25%,6.25%,0.00%,0.00%
20260127,06,CBROOT LTD,3510,包子漫畫_twmanga-exchange,18737,CF_970x90_Banner_ 包子漫畫_twmanga-exchange,,,,34,34,0,34,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,台灣英文新聞股份有限公司,3537,台灣英文新聞(new)-exchange,18924,CF_300x250_內容頁_右側看版_1_台灣英文新聞(new)-exchange,,知名媒體,,12,12,0,12,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,第一網站股份有限公司,2783,漫畫櫃manhuagui,20685,MW_300X250_manhuagui,antifroud,,,"2,240","2,240",32,"2,208",22,10,10,0,0,100.00%,1.43%,0.98%,0.45%,0.45%,0.00%,0.00%
20260127,06,德榕企業有限公司,3578,TW Bodhi_mobile,20708,MW_蓋板_TW Bodhi,,,,50,50,14,36,2,12,12,0,0,100.00%,28.00%,4.00%,24.00%,24.00%,0.00%,0.00%
20260127,06,第一網站股份有限公司,2768,czbooks,21412,(子)CF_970x250_banner_czbooks(限時段)-PB,,,子聯播網,954,954,10,944,0,10,10,0,0,100.00%,1.05%,0.00%,1.05%,1.05%,0.00%,0.00%
20260127,06,第一網站股份有限公司,3440,fsa_passback_first,21699,CF_336x280_fsa_passback_first,,,,170,170,0,170,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,富盈數據股份有限公司,3653,TVBS-女人我最大_HB,21761,MW_文章四_336x280_TVBS-女人我最大_HB,,知名媒體,,108,108,0,108,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,富盈數據股份有限公司,3653,TVBS-女人我最大_HB,21762,MW_文章置底_320x100_TVBS-女人我最大_HB,,知名媒體,,30,30,0,30,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,富盈數據股份有限公司,3653,TVBS-女人我最大_HB,21763,MW_文中創意320x480_TVBS-女人我最大_HB,,知名媒體,,86,86,0,86,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,富盈數據股份有限公司,3654,TVBS-健康2.0_HB,21765,MW_文章三_336x280_TVBS-健康2.0_HB,,知名媒體,,112,112,0,112,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,富盈數據股份有限公司,3654,TVBS-健康2.0_HB,21767,MW_文章置底_320x100_TVBS-健康2.0_HB,,知名媒體,,6,6,0,6,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,富盈數據股份有限公司,3654,TVBS-健康2.0_HB,21768,MW_文中創意320x480_TVBS-健康2.0_HB,,知名媒體,,"1,035","1,035",4,"1,031",0,4,4,0,0,100.00%,0.39%,0.00%,0.39%,0.39%,0.00%,0.00%
20260127,06,富盈數據股份有限公司,3655,TVBS-食尚玩家_HB,21770,MW_文章三_336x280_TVBS-食尚玩家_HB,,知名媒體,,6,6,0,6,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,富盈數據股份有限公司,3654,TVBS-健康2.0_HB,21812,MW_文章一_336x280_TVBS-健康2.0_HB,,知名媒體,,417,417,2,415,0,2,2,0,0,100.00%,0.48%,0.00%,0.48%,0.48%,0.00%,0.00%
20260127,06,儂儂雜誌社股份有限公司(bella儂儂),2135,Bella儂儂_2024,21876,MW-300x250_文章標題上方1_Bella儂儂,,知名媒體,,50,50,0,50,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,富盈數據股份有限公司,3680,TVBS-新聞網_HB,21899,MW_文章一_336x280_TVBS-新聞網_HB,,知名媒體,,"3,718","3,718",10,"3,708",2,8,8,0,0,100.00%,0.27%,0.05%,0.22%,0.22%,0.00%,0.00%
20260127,06,富盈數據股份有限公司,3680,TVBS-新聞網_HB,21902,MW_文章置底_320x100_TVBS-新聞網_HB,,知名媒體,,"4,847","4,847",10,"4,837",2,8,8,0,0,100.00%,0.21%,0.04%,0.17%,0.17%,0.00%,0.00%
20260127,06,富盈數據股份有限公司,3685,玩桌遊_mobile,21924,MW_置底創意(非展開)_玩桌遊-mobile,,,,31,31,0,31,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,富盈數據股份有限公司,2615,熱血台中,21986,CF_336x280_全網_熱血台中,,,,50,50,0,50,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,富盈數據股份有限公司,2615,熱血台中,21987,CF_336x280_全網_熱血台中,,,,112,112,0,112,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,富盈數據股份有限公司,3703,繁體小說,22022,MW_置底創意(非展開)_繁體小說-mobile,,,,6,6,0,6,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,富盈數據股份有限公司,3704,天天要聞,22030,CF_300 x 250 banner_天天要聞_cpc2,,,,"1,298","1,298",10,"1,288",1,9,9,0,0,100.00%,0.77%,0.08%,0.69%,0.69%,0.00%,0.00%
20260127,06,富盈數據股份有限公司,3703,繁體小說,22031,CF_300 x 250 banner_繁體小說_cpc2,,,,78,78,0,78,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,闇碼科技股份有限公司,3048,縮短網址產生器-reurl,22213,MW_蓋版_縮短網址產生器-reurl-2025.05(特殊供量),,知名媒體,,35,35,26,9,19,7,7,0,0,100.00%,74.29%,54.29%,20.00%,20.00%,0.00%,0.00%
20260127,06,欣發現股份有限公司,3363,大人物-mobile,22222,MW_蓋板_大人物,,知名媒體,,102,102,0,102,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,朱光宁,3741,石頭小說3,22396,MW_置底_石頭小說3,,,,30,30,0,30,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,朱光宁,3741,石頭小說3,22398,CF_336 x 280 banner_石頭小說3_cpc1.67,,,,"1,450","1,450",0,"1,450",0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,朱光宁,3741,石頭小說3,22399,CF_320 x 480 橫幅_石頭小說3,,,,18,18,0,18,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,艾得基客行銷顧問股份有限公司,2825,科技紫薇,22403,MW_蓋版_科技紫微,,,,12,12,0,12,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,闇碼科技股份有限公司,3068,限時圖片-imgus,22406,MW_置底_imgus,antifroud,,,150,150,0,150,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,第一網站股份有限公司,2783,漫畫櫃manhuagui,22443,MW_置底_manhuagui,antifroud,,,"4,768","4,768",0,"4,768",0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,艾得基客行銷顧問股份有限公司,3752,ＭoneyDJ,22515,MW_300x250 BANNER_MoneyDJ,antifroud,知名媒體,,66,66,0,66,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,李承翰-webptt,718,Web批踢踢(RWD),2284,MW-蓋板_文中_Web批踢踢,antifroud,,,12,12,0,12,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,麥智維,999,動漫戲說,3543,CF-728*90-內文上方-動漫戲說,antifroud,,,124,124,0,124,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,肖偉彬,1287,紅櫻桃小說書庫,4678,CF-內文上方-300*250-紅櫻桃小說書庫,,,,6,6,0,6,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,肖偉彬,1287,紅櫻桃小說書庫,4717,MW_文中創意300x250_紅櫻桃小說書庫,,,,12,12,0,12,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,技達創意資訊有限公司,1299,泰好網,4734,MW-320*100-首頁、內文上方-泰好網,,,,18,2,2,0,2,0,0,0,0,11.11%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,陈晋福,1367,電視超人,4997,CF-300X250-電視超人,,,,6,6,0,6,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,麥智維,999,動漫戲說,6069,CF-300*250-首頁-動漫戲說,,,,8,8,0,8,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,06,巧克科技新媒體股份有限公司,2127,LINE TV_Banner-exchange,8576,CF_336x280_戲劇-右側好康資訊下方_LINE TV-exchange,,知名媒體,,24,24,2,22,2,0,0,0,0,100.00%,8.33%,8.33%,0.00%,0.00%,0.00%,0.00%
20260127,06,巧克科技新媒體股份有限公司,2127,LINE TV_Banner-exchange,8577,CF_336x280_戲劇-右側好康資訊上方_LINE TV-exchange,,知名媒體,,48,48,4,44,0,4,4,0,0,100.00%,8.33%,0.00%,8.33%,8.33%,0.00%,0.00%
20260127,06,冰楓科技有限公司,1711,冰楓短網址,9308,ＭＷ-300X250-跳轉頁下方-冰楓短網址,,,,6,6,0,6,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,英屬維京群島商浩美數位有限公司台灣分公司,2315,Teepr亮新聞-exchange,10012,CF_336x280Banner_Teepr亮新聞-exchange,,知名媒體,,12,12,0,12,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,三立電視股份有限公司,269,三立新聞網_Mobile,11013,MW-置底創意廣告_三立新聞網,,知名媒體,,"6,131","6,131",10,"6,121",0,10,10,0,0,100.00%,0.16%,0.00%,0.16%,0.16%,0.00%,0.00%
20260127,07,昱得資訊工作室,2528,數位書香,11081,CF_160x600_首頁右側_數位書香,antifroud,,,365,365,0,365,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,第一網站股份有限公司,2518,麻辣家族討論區(twbts),11082,CF-728X90-twbts,antifroud,,,"1,916","1,916",0,"1,916",0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,第一網站股份有限公司,2601,Meme梗圖倉庫,11443,CF-336X280-meme,,,,54,54,12,42,12,0,0,0,0,100.00%,22.22%,22.22%,0.00%,0.00%,0.00%,0.00%
20260127,07,艾得基客行銷顧問股份有限公司,2578,鉅亨網,12070,MW_320x480_文中創意_鉅亨網,,知名媒體,,"14,771","14,771",56,"14,715",4,52,52,0,0,100.00%,0.38%,0.03%,0.35%,0.35%,0.00%,0.00%
20260127,07,時報資訊股份有限公司,2770,中時電子報_HB,12559,CF_300x250_右側互動看版_中時電子報_HB,,知名媒體,,799,799,31,768,2,29,29,0,0,100.00%,3.88%,0.25%,3.63%,3.63%,0.00%,0.00%
20260127,07,時報資訊股份有限公司,2770,中時電子報_HB,12560,CF_336x280_文中看板_中時電子報_HB,,知名媒體,,696,696,27,669,6,21,21,0,0,100.00%,3.88%,0.86%,3.02%,3.02%,0.00%,0.00%
20260127,07,時報資訊股份有限公司,2770,中時電子報_HB,12561,MW_300x250_內頁TOP Banner_中時電子報_HB,antifroud,知名媒體,,"3,803","3,803",36,"3,767",22,14,14,0,0,100.00%,0.95%,0.58%,0.37%,0.37%,0.00%,0.00%
20260127,07,第一網站股份有限公司,2768,czbooks,12570,CF_728x90_banner_czbooks,,,,"1,263","1,263",4,"1,259",2,2,2,0,0,100.00%,0.32%,0.16%,0.16%,0.16%,0.00%,0.00%
20260127,07,第一網站股份有限公司,2768,czbooks,12571,CF-300x600_Banner_czbooks,,,,104,104,0,104,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,鳳梨傳媒股份有限公司,2190,民視新聞網-Exchange,12579,CF_300x250_右側第一塊_民視新聞網-Exchange(RWD)(MCM),,知名媒體,,"1,192","1,192",2,"1,190",0,2,2,0,0,100.00%,0.17%,0.00%,0.17%,0.17%,0.00%,0.00%
20260127,07,鳳梨傳媒股份有限公司,2190,民視新聞網-Exchange,12580,CF_300x250_內文文中左側_民視新聞網-Exchange(RWD)(MCM),,知名媒體,,"1,157","1,157",23,"1,134",5,18,18,0,0,100.00%,1.99%,0.43%,1.56%,1.56%,0.00%,0.00%
20260127,07,第一網站股份有限公司,2783,漫畫櫃manhuagui,12676,CF_728X90_manhuagui,antifroud,,,"10,625","10,625",22,"10,603",0,22,22,0,0,100.00%,0.21%,0.00%,0.21%,0.21%,0.00%,0.00%
20260127,07,艾得基客行銷顧問股份有限公司,2635,工商時報,12761,MW_320x480_文中創意_工商時報new,,知名媒體,,"9,129","9,129",10,"9,119",2,8,8,0,0,100.00%,0.11%,0.02%,0.09%,0.09%,0.00%,0.00%
20260127,07,第一網站股份有限公司,2820,星座好朋友(horofriend88),12966,MW_320x100_horofriend88,antifroud,,,134,134,0,134,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,第一網站股份有限公司,2836,vivi01,13032,MW_置底創意_vivi01 ViVi視頻,,,,15,15,0,15,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,第一網站股份有限公司,2838,mycard,13041,MW_320x480_加倍mycard,,,,173,173,173,0,0,173,173,0,0,100.00%,100.00%,0.00%,100.00%,100.00%,0.00%,0.00%
20260127,07,曾憲敏,202,85小說網,13445,MW_336X280_全量1_85小說網,,,,218,218,0,218,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,曾憲敏,202,85小說網,13446,MW_336X280_全量2_85小說網,,,,"1,036","1,036",0,"1,036",0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,第一網站股份有限公司,2910,clickme,13549,CF_300x250_banner_clickme(一般),,,,263,263,8,255,8,0,0,0,0,100.00%,3.04%,3.04%,0.00%,0.00%,0.00%,0.00%
20260127,07,第一網站股份有限公司,2768,czbooks,14036,MW_320x480_CZBOOKS,antifroud,,,127,127,0,127,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,陳人鳳,480,飛格寵物家族_PC,1407,CF-728X90_上方通欄_飛格寵物家族,,,,32,32,5,27,0,5,5,0,0,100.00%,15.62%,0.00%,15.62%,15.62%,0.00%,0.00%
20260127,07,陳人鳳,480,飛格寵物家族_PC,1408,CF-300X250_內文_飛格寵物家族,,,,88,88,25,63,0,25,25,0,0,100.00%,28.41%,0.00%,28.41%,28.41%,0.00%,0.00%
20260127,07,飛凡傳播股份有限公司,1921,非凡新聞台-exchange,14188,MW_300x250_內文上方_非凡新聞-exchange,antifroud,知名媒體,,33,33,33,0,31,2,2,0,0,100.00%,100.00%,93.94%,6.06%,6.06%,0.00%,0.00%
20260127,07,闇碼科技股份有限公司,3048,縮短網址產生器-reurl,14210,MW_文中創意300x250_縮短網址產生器-reurl,,知名媒體,,"1,012","1,012",959,53,943,16,16,0,0,100.00%,94.76%,93.18%,1.58%,1.58%,0.00%,0.00%
20260127,07,巨思文化股份有限公司,3052,經理人_HB,14238,MW_文章結束第一塊_300x250_經理人-HB,,知名媒體,,54,54,0,54,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,巨思文化股份有限公司,3052,經理人_HB,14241,MW_300x250_內文下方_經理人-HB,,知名媒體,,40,40,0,40,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,巨思文化股份有限公司,3053,數位時代_HB,14246,MW_300x250_文章結束第一塊_數位時代-HB,,知名媒體,,12,12,0,12,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,富盈數據股份有限公司,3059,塔科女子,14258,CF_336x280_全網_塔科女子,,知名媒體,,30,30,0,30,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,CBROOT LTD,3003,包子漫畫-exchange,14291,MW_300x250_蓋板(PB)_包子漫畫,,,,130,130,8,122,0,8,8,0,0,100.00%,6.15%,0.00%,6.15%,6.15%,0.00%,0.00%
20260127,07,朱光宁,3149,稷下書院-exchange,14748,MW_320x100_置底(PB)_稷下書院,,,,"19,974","19,974",96,"19,878",59,37,37,0,0,100.00%,0.48%,0.30%,0.19%,0.19%,0.00%,0.00%
20260127,07,巨思文化股份有限公司,3053,數位時代_HB,14764,MW_置底創意_(非展開)_數位時代_HB,,知名媒體,,110,110,0,110,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,中天電視股份有限公司,3283,中天新聞網-mobile,14918,MW_置底創意(非展開)_中天新聞網-mobile,,知名媒體,,509,509,0,509,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,曾憲敏,3327,85小說網_創意,15227,MW-300X250_85小說網_隨身影音PB,,,,20,20,0,20,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,曾憲敏,3327,85小說網_創意,15228,MW-創意-85小說網,,,,167,167,0,167,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,千晶文化事業股份有限公司,3336,Beauty 美人圈,15252,MW_文中創意320x480_Beauty 美人圈,,知名媒體,,30,30,0,30,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,千晶文化事業股份有限公司,3336,Beauty 美人圈,15254,MW_置底創意(非展開)_ Beauty 美人圈,,知名媒體,,"2,929","2,929",8,"2,921",0,8,8,0,0,100.00%,0.27%,0.00%,0.27%,0.27%,0.00%,0.00%
20260127,07,中天電視股份有限公司,3282,中天新聞網-exchange,15859,CF_336x280_內頁_PC右側互動看板B-中天新聞網-exchange,,知名媒體,,94,94,14,80,8,6,6,0,0,100.00%,14.89%,8.51%,6.38%,6.38%,0.00%,0.00%
20260127,07,CBROOT LTD,3352,西瓜卡通-exchange,15970,CF_160x600_影音內容_西瓜卡通-exchange,,,,152,152,0,152,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,朱光宁,3360,提莫書屋-exchange,16957,MW_336x280banner_提莫書屋_exchange,,,,"11,073","11,073",18,"11,055",10,8,8,0,0,100.00%,0.16%,0.09%,0.07%,0.07%,0.00%,0.00%
20260127,07,朱光宁,3361,提莫書屋-mobile,16958,MW_置底創意_提莫書屋-mobile,,,,6,6,1,5,0,1,1,0,0,100.00%,16.67%,0.00%,16.67%,16.67%,0.00%,0.00%
20260127,07,朱光宁,3361,提莫書屋-mobile,16959,MW_320x480_文中創意_提莫書屋-mobile,,,,64,64,0,64,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,欣發現股份有限公司,3365,Hami任務牆-mobile,16969,MW_置底創意_Hami任務牆,,知名媒體,,981,981,0,981,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,欣發現股份有限公司,3365,Hami任務牆-mobile,16971,MW_文中創意300x250_Hami任務牆,,知名媒體,,26,26,0,26,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,欣發現股份有限公司,3364,女子學-mobile,16972,MW_置底創意_女子學,antifroud,,,"1,092","1,092",0,"1,092",0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,欣發現股份有限公司,3363,大人物-mobile,16973,MW_置底創意_大人物,,知名媒體,,68,68,0,68,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,欣發現股份有限公司,3362,妞新聞-mobile,16974,MW_置底創意_妞新聞,,知名媒體,,86,86,0,86,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,欣發現股份有限公司,3362,妞新聞-mobile,16981,MW_文中創意300x250_妞新聞,,知名媒體,,18,18,0,18,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,第一網站股份有限公司,2783,漫畫櫃manhuagui,17027,MW_320x480_蓋版_漫畫櫃manhuagui,,,,161,161,0,161,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,詠勝科技有限公司,3385,Mobile01_HB,17175,CF_970x90_橫幅Banner_Mobile01_HB,,知名媒體,,100,100,8,92,4,4,4,0,0,100.00%,8.00%,4.00%,4.00%,4.00%,0.00%,0.00%
20260127,07,詠勝科技有限公司,3385,Mobile01_HB,17179,CF_300x250_熱門大看板_Mobile01_HB,,知名媒體,,6,6,1,5,0,1,1,0,0,100.00%,16.67%,0.00%,16.67%,16.67%,0.00%,0.00%
20260127,07,詠勝科技有限公司,3385,Mobile01_HB,17180,CF_300x250_置底看板左_Mobile01_HB,,知名媒體,,18,18,0,18,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,詠勝科技有限公司,3385,Mobile01_HB,17181,CF_300x250_置底看板中_Mobile01_HB,,知名媒體,,18,18,0,18,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,詠勝科技有限公司,3385,Mobile01_HB,17182,CF_300x250_置底看板右_Mobile01_HB,,知名媒體,,24,24,0,24,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,詠勝科技有限公司,3385,Mobile01_HB,17183,CF_300x600_大摩天_Mobile01_HB,,知名媒體,,32,32,4,28,4,0,0,0,0,100.00%,12.50%,12.50%,0.00%,0.00%,0.00%,0.00%
20260127,07,詠勝科技有限公司,3385,Mobile01_HB,17195,CF_300x600_特殊大摩天_Mobile01_HB,,知名媒體,,10,10,4,6,0,4,4,0,0,100.00%,40.00%,0.00%,40.00%,40.00%,0.00%,0.00%
20260127,07,詠勝科技有限公司,3385,Mobile01_HB,17204,MW_300x250_文中Banner(interscroller)_Mobile01_HB,,知名媒體,,20,20,0,20,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
20260127,07,朱光宁,3268,稷下書院-mobile,17207,MW_320x480_蓋版_稷下書院-mobile,,,,"3,654","3,654",11,"3,643",0,11,11,0,0,100.00%,0.30%,0.00%,0.30%,0.30%,0.00%,0.00%
20260127,07,李立娟,3395,vivi0視頻-exchange,17293,CF_336x280_Banner_vivi01視頻-exchange,antifroud,,,"44,869","44,869",86,"44,783",36,50,50,0,0,100.00%,0.19%,0.08%,0.11%,0.11%,0.00%,0.00%
20260127,07,李立娟,3395,vivi0視頻-exchange,17294,MW_336x280_Banner_vivi01視頻-exchange,antifroud,,,"51,620","51,620",95,"51,525",26,69,69,0,0,100.00%,0.18%,0.05%,0.13%,0.13%,0.00%,0.00%
20260127,07,李立娟,3395,vivi0視頻-exchange,17300,MW_320x100_置底(PB)_vivi01視頻-exchange,antifroud,,,"80,344","80,344",119,"80,225",11,108,108,0,0,100.00%,0.15%,0.01%,0.13%,0.13%,0.00%,0.00%
20260127,07,李立娟,3396,趣聞圖說-Mobile,17923,MW_置底創意(展開)_趣聞圖說-Mobile,,,,6,6,0,6,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
